APOGEE_ID,LOGG,TEFF,MG_FE,FE_H,C_FE,N_FE,LOGG_ERR,TEFF_ERR,MG_FE_ERR,FE_H_ERR,C_FE_ERR,N_FE_ERR,age,age_68U,age_68L,ageErr,logAge,logAgeErr,distKpc,distKpc_68U,distKpc_68L,distErrKpc,logDistKpc,logDistKpcErr,LOGG_NORM,LOGG_ERR_NORM,TEFF_NORM,TEFF_ERR_NORM,MG_FE_NORM,MG_FE_ERR_NORM,FE_H_NORM,FE_H_ERR_NORM,C_FE_NORM,C_FE_ERR_NORM,N_FE_NORM,N_FE_ERR_NORM
2M19450046+4844282,2.257373809814453,4365.22900390625,0.03289400041103363,0.2120999991893769,0.01030699908733368,0.33037999272346497,0.018760690465569496,5.646451950073242,0.008900160901248455,0.007192529272288084,0.007992004975676538,0.010018435306847095,5.0018,6.4724,3.9355,1.26845,0.6991263222139739,0.10803271624073583,1.5123862,1.5363436,1.488401,0.023971299999999928,0.17966270592192254,0.006884201233094993,-1.2464348680551196,0.05675400753686453,-1.884807468857234,0.030016574558221275,-0.6735675318557374,0.09557131056590241,1.2601149907677307,0.029956110631803038,0.3922286152727719,0.09596459616843747,0.9379231560831794,0.09707318275260873
2M19050155+3926453,2.8405742645263667,4795.810546875,0.3555730283260345,-0.5124199986457825,0.10325202345848083,0.006189584732055664,0.027139745652675632,9.233990669250488,0.013556855730712414,0.008094181306660175,0.017215367406606674,0.02021382376551628,10.997,13.8876,8.8105,2.5385500000000008,1.0412742250542302,0.09881332182202746,1.2652515,1.2837624,1.246235,0.018763700000000084,0.10217686085246068,0.006442353725093011,0.5178372445820747,0.08210195313159453,0.4041667581788772,0.04908795325706819,2.7914100041843324,0.14557562315028544,-1.7574328548456009,0.03371139435335934,1.5082729316600585,0.2067148088739071,-2.203305364909971,0.1958609451895057
2M19172683+5058341,2.4220993518829346,4683.83447265625,0.05973181128501893,-0.2096199989318848,-0.03667299449443817,0.1961099952459336,0.0245011392980814,8.377336502075195,0.012058745138347149,0.008086207322776321,0.013460288755595684,0.016362806782126427,6.8765,8.8075,5.3604,1.7235499999999997,0.8373674473265651,0.10782772666690832,2.2033117,2.2412091,2.1683528,0.03642814999999997,0.3430759406433989,0.007176216019250253,-0.7481144745053132,0.07411975838187086,-0.19109876612624507,0.044533974243876624,-0.3853789489294656,0.1294886788496577,-0.4963034318917368,0.03367818356834088,-0.1718871636577679,0.161625421739925,-0.36308000500132886,0.1585466876270988
2M18545147+4731531,2.5699691772460938,4643.587890625,0.0602937676012516,5.173683166503906e-05,-0.056280236691236496,0.2545977532863617,0.021219177171587944,7.239527702331543,0.010140456259250641,0.007225732784718275,0.010497561655938624,0.013163026422262192,7.5593,8.8114,5.502999999999999,1.6542000000000003,0.878481581187376,0.10222270199851984,0.905045,0.9193981999999999,0.8940461999999999,0.012675999999999988,-0.043329826578421216,0.0060718437651047,-0.30078524648263744,0.06419131232576461,-0.40504985274426086,0.03848537541181491,-0.37934457469521893,0.10888979482346751,0.3769567906414945,0.030094399688971773,-0.4073225875744324,0.12605025499000594,0.20363452188377165,0.12754255832668593
2M19341789+4825156,2.4622185230255127,4476.38427734375,0.11659399420022964,0.1030300036072731,0.033594988286495216,0.16995000839233398,0.02423243038356304,8.257350921630861,0.012165366671979427,0.009464681148529051,0.011943426914513113,0.014540839940309525,11.994000000000002,15.1347,9.6605,2.7371,1.0789640445017603,0.09748710597457627,1.4989481000000002,1.5222506000000002,1.4758085,0.02322104999999999,0.17578659597448365,0.006728073273072566,-0.6267477398652768,0.07330687210842662,-1.2939053267371876,0.04389613013342208,0.2252160058294369,0.13063359744347255,0.8058501931455204,0.03941937875351629,0.6718608835050984,0.14341158998358539,-0.6165560326310867,0.14089282105134643
2M19315227+4301374,1.7615714073181152,4357.1357421875,0.0802760124206543,-0.28426000475883484,-0.03209897875785828,0.2306400090456009,0.02380920946598053,6.404003620147705,0.011789887212216854,0.008382927626371384,0.011441773734986782,0.013852355070412159,13.2329,25.413,6.778,9.3175,1.1216550305807202,0.2869771859797413,2.5119692,2.6453867,2.3955762000000003,0.12490525000000002,0.4000143100842479,0.021539588010386024,-2.7463142749305915,0.07202656298599223,-1.9278312997422036,0.034043724065125375,-0.16477212520487935,0.1266016406667077,-0.8071710262337266,0.03491399171102617,-0.11696432835362577,0.1373879519933223,-0.028502974021818048,0.1342217775649174
2M19410681+4303056,2.7550604343414307,4718.330078125,0.028007999062538147,0.24368999898433685,-0.08464999496936798,0.5026500225067139,0.023733457550406456,9.944998741149902,0.011745626106858252,0.008957233279943466,0.012533430941402912,0.015509605407714844,1.7845,2.1631,1.4368,0.36315,0.25151655229167924,0.08884013899558818,1.2308448,1.2488457000000002,1.2136122,0.017616750000000025,0.09020329521167401,0.006214424611403585,0.2591446036193696,0.07179740165553304,-0.007719907572372345,0.052867676699395384,-0.7260341734685848,0.12612635804056735,1.391683941395778,0.03730591297315574,-0.7479745772619901,0.15049610736696434,2.6071259379305083,0.150279630905534
2M18584305+4623533,2.0458996295928955,4351.697265625,0.21812301874160767,-0.18880000710487368,0.06749401241540909,0.1687600165605545,0.023743366822600358,6.6402435302734375,0.011798860505223274,0.008672230876982212,0.011313817463815212,0.013712313026189804,14.9359,19.7154,11.6896,4.012899999999999,1.1742313972285436,0.1135029711204366,2.0975425,2.1351036,2.0630039,0.03604984999999988,0.3217107691805893,0.007459451913387566,-1.8861771653961037,0.07182737874565186,-1.956742275814408,0.03529957693319496,1.3154504458086127,0.1266979972811814,-0.4095904057903118,0.03611890862597412,1.0789059455309709,0.13585150751817862,-0.6280864054909575,0.1328648464139467
2M19485104+4645513,2.539928913116455,4646.35791015625,0.09129200875759123,-0.1552100032567978,-0.019089996814727783,0.1378300040960312,0.022850705310702324,7.547318458557129,0.01107838284224272,0.0075703472830355185,0.011873614974319937,0.01464137528091669,8.6067,10.1626,7.3282,1.4171999999999998,0.9348366652155452,0.07100375928407633,1.3986887,1.4141092000000002,1.3847773,0.014665950000000066,0.14572106623158732,0.004551505999131969,-0.39166171928366983,0.06912693878758595,-0.3903244112594686,0.04012159303383094,-0.046480644995509,0.11896139619626715,-0.2696916534456375,0.031529682000117736,0.03924199315574414,0.1425733179018283,-0.9277813838532072,0.1418669537569981
2M19460251+4913014,2.4860634803771973,4580.119140625,0.13277298212051392,0.11533000320196153,0.044698990881443024,0.2896699905395508,0.02006813511252404,6.7117838859558105,0.00952292513102293,0.007103481329977512,0.009370350278913976,0.011836526915431023,3.5914,4.1197,3.1196,0.5000499999999999,0.5552637783141274,0.060383339913941625,1.2691305,1.2805353000000002,1.2574764999999999,0.011529400000000007,0.10350628128771182,0.0039458386890645495,-0.5546130339632016,0.06070923101243285,-0.7424501323069683,0.03567988592001521,0.39894849182916464,0.10225864962342018,0.8570783681978279,0.029585235532042575,0.8051930233274018,0.11251518025946479,0.5434654028692307,0.11468950042852678
